id,user,updated,source,text,tags,html_start_node,html_end_node,start_offset,end_offset,reply_to
"PG0JZII6EemFsrsXKxEl3A","acct:frankensteinvariorum@hypothes.is","2019-05-29T17:55:22.503355+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Mary Shelley made a number of changes to this passage across editions. In the manuscript, 1818, 1823, and Thomas editions, Victor's father endeavours ""to reason"" to console his son. Yet, in the 1831 edition the appeal to reason has disappeared. In the 1831 edition, Victor's father makes a Romantic injunction, proceeding from a ""serene conscience and guiltless life,"" which he hopes will ""inspire [Victor] with fortitude"" and awaken in him ""the courage to dispel the dark clouds"" brooding over him.","change-ann","/p[291]","/p[291]",111,327,
"PILtml33EemjtUsk1dbtNw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:06.458436+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The next time court was 'in session' in town.","","/p[578]","/p[578]",234,255,
"PUOzGF33EemxRiv8I2UrVw","acct:frankensteinvariorum@hypothes.is","2019-05-04T12:42:56.702504+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","This passage comes from Oliver Goldsmith's (1730-1774) novel *The Vicar of Wakefield* (1766), it furthers asks  whether education ought to be directed squarely towards vocational training (as clear from Clerval's father's opinion), or whether learning the classical languages or literature (""the Greeks"") is valuable in itself.","Education;Literature;Goldsmith;Classics","/p[141]","/p[141]",1031,1121,
"Pf880l33EemIkSdLQx0ElQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:08.965303+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","At this moment the Creature appears more strongly associated with Adam than with Satan, apparently born into a ""paradise."" However, Shelley's allusion might be to that of the serpent or snake, as in Revelation: ""So the great dragon was cast out, that serpent of old, called the Devil and Satan, who deceives the whole world; he was cast out to the earth, and his angels were cast out with him . . . He laid hold of the dragon, that serpent of old, who is the Devil and Satan, and bound him for a thousand years (Revelation 12:9; 20:2).","John Milton;Adam;Satan;Revelation;The Bible","/p[312]","/p[312]",132,156,
"PrVWAl33Eem-_m_FCpq83Q","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:10.152220+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor appears so engrossed in his creation that he forgets his discoveries are predicated on the previous research of scientists and natural philosophers. He fails to acknowledge that he ""stands on the shoulders of giants,"" to use the phrase from Sir Issac Newton (1642-1726), including his teachers, a shortcoming indicative of pride of ownership.","Issac Newton;science;natural philosophy;history","/p[125]","/p[125]",393,429,
"Q-I98l33Eemrr9ehWS993g","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:54:29.941686+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this 1831 amendment, Elizabeth's nobility appears to be recognizable in her physiognomy. ","","/p[101]","/p[100]",1389,400,
"QCqxYl33EemPiA-YzNUHow","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:12.603724+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Celebrated in Italian Renaissance works such as *Orlando Innamorato* and *Orlando Furioso*, Orlando, or sometimes Ronaldo, was a knight-errant with a sword named Durendal and a horse named Veillantif. The 1855 epic poem by Robert Browning, *Childe Roland to the Dark Tower Came* was inspired by his tales of chivalry. 

As a lieutenant of Charlemagne, his great deeds were sung as early as the the eleventh-century in *Chanson de Roland*.  ","poetry;Renaissance;Orlado Furioso;Charlemagne","/p[82]","/p[82]",677,684,
"QNFTvoJaEemqk6Pv32lLQQ","acct:frankensteinvariorum@hypothes.is","2019-06-04T15:13:07.154205+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In the 1831 edition, Shelley elaborates on the surrounds of Victor's journey. In all earlier editions, the party is accompanied by guides throughout their journey. ","change-ann","/p[305]","/p[305]",0,885,
"QOty5F33EemVB_9oO1lgyg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:13.876398+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The first sighting of the Creature in the Arctic, which shortly precedes the appearance of Victor. His ""gigantic stature"" will later be revealed as a height of about eight feet tall. This seemingly minor dimension of the Creature's power can be appreciated when we think about how few giants or outsized human figures appear in modern realism since the mid-18th century.  On this point, see Mark McGurl, GIANTS essay ","creature","/p[39]","/p[39]",566,629,
"QaPsZl33Eemg5t-qu-djjw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:15.061948+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Angelica is the heroine of *Orlando Furioso* by Lodovico Ariosto (1532). ","Orlado Furioso;Agenlica;Lodovico Ariosto","/p[165]","/p[165]",333,373,
"Ql90cl33Eemjtov2Z0DhBw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:16.286200+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Plutarch's *Lives of the Noble Greeks and Romans* is also called *Parallel Lives* or *Plutarch's Lives*. A series of biographies of famous leaders from ancient Greece and Rome, they are arranged in tandem to illuminate their common moral virtues or failings across the two civilizations, and were likely written at the beginning of the second century AD. ","","/p[384]/i[1]","/p[384]",14,16,
"Qx84wF33EemYIG_5O7HWZw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:17.507350+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Robert's high ambition links him to Victor's vast scientific ambition, one of many affinities they will recognize in each other.","ambition;emotion","/p[12]","/p[12]",24,73,
"R3zzTl33EemLAxfN6eSfUw","acct:frankensteinvariorum@hypothes.is","2019-05-04T10:54:52.164104+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Charnel houses were vaults where human skeletal remains were stored. Often they were built near churches for depositing bones unearthed while digging fresh graves.","religion","/p[126]","/p[126]",1252,1266,
"RKKBrF33Eemg52O10-fDYQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:20.109713+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor does not consider the creature's whereabouts or what might have have happened in the interim, despite that more than four months have passed since ""the dreary night in November.""","Victor;time;November","/p[172]","/p[172]",0,26,
"RVYFBl33Eem3tmey1q-Nzg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:21.280337+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Appears as ""engaged"" in the 1818 edition. ","","/p[92]","/p[92]",214,248,
"RgwTKF33EemPidsOb7uJLA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:22.476945+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Historic fortress presiding over the city of Edinburgh, the castle may have been built as early as the 12th Century. ","","/p[515]","/p[515]",303,323,
"RsQWdl33Eem-_5-DaD1QcQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:23.681472+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","By 1818 physiology had become a controversial branch of medicine at the center of the dispute between vitalism, the idea that a divine spark energized animal life, and materialism, the argument that chemical processes alone give rise to life. Mary Shelley was well aware of the dispute since the Shelleys' family doctor, William Lawrence, was vigorously taking up the materialist argument in works like *An Introduction to Comparative Anatomy and Physiology** (1816). For a full view of this controversy as it relates to the novel, see Marilyn Butler, ""*Frankenstein* and Radical Science"" [1993] reprinted in J. Paul Hunter, *Frankenstein,* Norton Critical Edition, second ed. (New York: Norton, 2012) 404-416.","","/p[120]","/p[120]",666,676,
"SCnq-obcEemsuv-YdZr-jw","acct:frankensteinvariorum@hypothes.is","2019-06-04T15:20:27.264020+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","As noted above, in this section of the 1831 edition, Shelley elaborates in more detail upon the topography of Victor's journey through the Arveiron, which bears on Victor's mental state.","change-ann","/p[306]","/p[305]",1282,185,
"SDWCVl33Eem1Tj9UtGfYbw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:26.082268+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","An archipelago about 10 miles of the north-east coast of Scotland. ","","/p[519]","/p[519]",106,113,
"SO-SQF33EemW2E-0HMq9vw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:27.297100+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Creature inverts the master-slave relationship, which may explain why apartheid South Africa banned the novel. Throughout the passage, the Creature seems to adopt the voice of Satan's language in *Paradise Lost*.","","/p[535]","/p[535]",253,300,
"Sae04l33Eem_0FuXoJZrsw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:28.526005+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","That is, they spoke German, rather than the French of De Lacey and his family.","","/p[424]","/p[424]",275,285,
"Sl4_ZF33EemyTIuCkIzAxw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:29.703824+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Elizabeth was the name of Percy Shelley's mother.","Elizabeth;Percy Shelley","/p[79]","/p[79]",105,121,
"SyDjol33EemyCpNwUT0ohw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:30.960974+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Mainz (French: Mayence) is the capital and largest city of Rhineland-Palatinate, Germany. The city is located on the Rhine river at its confluence with the Main river, opposite Wiesbaden on the border with Hesse.","geography","/p[494]","/p[494]",336,343,
"TAe8jF33EemVCKed1j5BYw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:32.355045+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Percy seems at least a little disingenuous here, suggesting the novel that follows accords to the known ""elementary principles of human nature"". In reality, however, the concept of reality, science, and genre play operating in the novel calls to mind the stratification of ""the Fantastic"" in fiction, set down by French-Bulgarian literary theorist Tzvetan Todorov (1939-2017).","Genre;Fantastic;Percy Shelley;Tzvetan Todorov","/p[2]","/p[2]",139,171,
"TPvp9l33EemDczs_gSNZNg","acct:frankensteinvariorum@hypothes.is","2019-05-04T12:14:36.236300+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's realization that his own pursuit of knowledge has weakened or damaged his ""domestic affections"" begins Shelley's extended argument on this question. But this passage on empire building as the greatest historical antagonist to domestic tranquillity suggests it is the ambition to dominate rather than ""science"" as such that destroys domestic life. WE SHOULD RETHINK THIS WHOLE PASSAGE ON DOMESTIC AFFECTIONS AND HER LINKAGE OF SCIENTIFIC WILL TO POWER AND THE VIOLENCE OF EMPIRE BUILDING IN ROME AND THE AMERICAS. WE'RE ANNOTATING THESE REFERENCES TOO SEPARATELY. I SUGGEST ONE ANNOTATION FOR THIS LAST CRUCIAL SENTENCE. IT'S NOT ABOUT GREEKS ENSLAVING OTHERS, BUT IT'S MAKING A LINK BETWEEN ROMAN EMPIRE BUILDING AND THE SAME PROCESS IN THE AMERICAS NORTH AND SOUTH. THE SHELLEYS (AND BYRON, OTHER ROMANTIC LIBERALS) IDEALIZED THE REPUBLIC AS POLITICAL FORM--A HELLENISTIC IDEAL BETRAYED BY ROMAN AND THEN BRITISH/SPANISH EMPIRE BUILDING. ","family;empire","/p[129]","/p[129]",946,965,
"TU-6CoI7EemOxGu2FS1Q-Q","acct:frankensteinvariorum@hypothes.is","2019-05-29T17:58:02.242476+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","This addition to the 1831 further emphasizes Victor's sense of his culpability for the Creature's actions.","change-ann","/p[292]","/p[292]",206,226,
"TcKc4F33EemFyddB0S9h4A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:35.400723+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The religious connotations of the passage connect Victor to the human project of playing God, much as Adam was said to be formed of clay. Historically, Jewish rabbis were also thought to have created golems from clay to seek revenge on enemies. However, following orders literally the golems inevitably became destructive. Cautionary tales about technology and hubris were not only frequent in Shelley's time but have proliferated. In Karel Čapek's *R.U.R* (1920), for example, robots confound expectations by violently rebelling against their creators.","The Bible;Adam;Eve;religion;William Godwin;Karel Čapek;robot","/p[125]","/p[125]",286,349,
"Tz5YFl33EemYIUtTdZNJVQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:37.876672+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Known for its number and length of bridges, Lucerne had a population of about 100,000 in a 1797 census. Almost exclusively Catholic, it was situated in the the German-speaking region of Switzerland. It remains highly scenic, framed by mountains and lakes. ","Lucerne;geography;Switzerland;Catholic","/p[73]","/p[73]",623,630,
"UAPBll33EemrBAuBWwXxpw","acct:frankensteinvariorum@hypothes.is","2019-05-04T12:51:08.964331+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Plainpalais was a neighborhood in Geneva, which Shelley also refers to in *History of a Six Weeks' Tour Through a Part of France, Switzerland, Germany, and Holland* (1817). In July 1794, Plainpalais was the site where a group of Swiss revolted against the Genovese government with the help of the French revolutionary Robespierre, establishing a tribunal and putting on trial a number of high-ranking Genovese officials. The event is described by Mary:

""To the south of the town [of Geneva] is the promenade of the Genevese, a grassy plain planted with a few trees, and called Plainpalais. Here a small obelisk is erected to the glory of Rousseau, and here (such is the mutability of human life) the magistrates, the successors of those who exiled him from his native country, were shot by the populace during the revolution, which his writings mainly contributed to mature, and which, notwithstanding the temporary bloodshed and injustice with which it was polluted, has produced enduring benefits to mankind, which all the chicanery of statesmen, nor even the great conspiracy of kings, can entirely render vain. From respect to the memory of their predecessors, none of hte present magistrates ever walk in Plainpalais"". (Source text needed). 

Critics suggest Shelley's use of Plainpalais is an attempt to explicitly link the revolutionary events of Plainpalais with the Creature's monstrosity. See Fred V. Randel, ""The Political Geography of Horror in Mary Shelley's *Frankenstein*"" in Harold Bloom (ed.). FULL CITE INFO NEEDED","Switzerland","/p[188]","/p[188]",86,97,
"UMEedl33Eem_0U-oWFlZFw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:40.443617+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Amendment to the 1818 edition.","","/p[89]","/p[89]",563,1312,
"UXXJel33EemqN99df1dU1A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:41.604946+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Aztec empire, located in Mexico, was conquered by the Spanish in 1521, and the Peruvian Inca empire was conquered in 1532.","Aztec;Americas","/p[129]","/p[129]",1104,1166,
"U_JQpl33EemPim_EUCSuYw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:45.596140+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","REDO--include the whole list of genres from the Illiad to ""the most humble novelist). Then revise the next note to explain the ambition of the novel to embrace this literary pantheon.","Shakespeare;drama;romance","/p[2]","/p[2]",204,216,
"UivPVF33EemvzFv49xUwZQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:42.818578+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Pinnacles of rock.","geography;mountains","/p[280]/i[1]","/p[280]/i[1]",0,9,
"UvV-gF33EemyTW-MnTAVYw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:44.043063+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this 1831 amendment to the 1818 edition, Elizabeth changes from Victor's first cousin to his ""more than sister."" It is unclear exactly why Shelley decided to make the change, but critics have thought that the incestuous relationship between Victor and Elizabeth may have scandalized readers. It is true, however, that incest was of significant fascination to Shelley. Her novella *Mathilda*, published posthumously in 1954, concerns the relationship of a woman with her father. After sending the manuscript to William Godwin, he told Shelley he found the depiction of incest ""disgusting and detestable,"" and refused to return the manuscript to his daughter.

Shelley, Mary. *Matilda*; with Mary and Maria, by Mary Wollstonecraft. Ed. Janet Todd. London: Penguin, 1992, p. xvii. ","","/p[102]","/p[102]",776,795,
"V6gyLl33Eem2MUMwbf2xQQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:52.009372+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The main peak of a group of hills in Edinburgh, Scotland. ","","/p[515]","/p[515]",394,407,
"VMYDOF33EemYIg8G3nfhVA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:47.177782+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","St Andrews is a town on the east coast of Fife in Scotland,  30 miles northeast of Edinburgh. It is home to the University of St Andrews, the third oldest university in the English-speaking world. ","","/p[516]","/p[516]",53,64,
"VXtk7l33EemrsIdyC37iSA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:48.368068+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Walton's decision to end his journey","","/p[736]","/p[736]",0,69,
"VjLoHF33EemVCZ8M6bts3g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:49.571875+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor followed the Rhone as it winded its way south, toward the Mediterranean. ","expedition;Rhone;geography;Mediterranean","/p[693]","/p[693]",82,137,
"Vuornl33EemN26_Y5yWq7w","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:50.763083+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Though the microscope was likely developed in Holland, Robert Hooke's intricate *Micrographia* (1665), which showed close-up, detailed drawings of insects, was still widely read in Shelley's time.","Modern Science;Science;biology","/p[113]","/p[113]",366,376,
"W7kR2l33EemyTos1aJ2z4g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:58.829215+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Seneca the Younger (c. 4 BC – AD 65), who was simply known as Seneca, is a Roman Stoic philosopher and dramatist. His writings include one hundred and twenty-four letters that deal directly with moral issues. He was also forced to commit suicide, after becoming entangled in a plot to assassinate the Roman Emperor Nero.","Rome;morality;ethics;Seneca;suicide","/p[723]","/p[723]",605,612,
"WHsNFl33EemIknsGCUW3gA","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:21:01.499484+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","The springing of the leak in the 1831 edition replaces the breaking of the ship's mast in the 1818 edition. ","","/p[50]","/p[50]",123,146,
"WU1v_l33Eem2MqfoQ0FsXw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:54.757843+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A city lying on the banks of the River Derwent, Derbyshire.","","/p[512]","/p[512]",5,10,
"WjGXYF33EembdJOd5T2opA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:56.111278+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Percy Shelley had used the pseudonym Victor in previous work. This is the first mention of the narrator's first name.","Percy Shelley;Victor","/p[86]","/p[86]",1064,1078,
"Wv_3kF33Eemjtwf9FvcaHQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:57.612380+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","identify","Seneca;natural philosophy","/p[723]","/p[723]",613,613,
"X2eZgl33EemjuBtJ8AtJPg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:04.906446+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor recognizes the problems that have resulted in unreflective scientific inquiry, but only in hindsight, and appears to blame natural science rather than himself for his misfortunes.","science;guilt;hindsight","/p[174]","/p[174]",329,420,
"XHeFrF33EemVClt1jN_yYg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:00.035136+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A two-wheeled carriage","","/p[105]","/p[105]",24,30,
"XS4rSl33EemhIuNHj3AVWQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:01.289916+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Shelley added this clarifying passage to the 1831 edition. By rephrasing “glory” as “advancement in his profession,” Shelley adopts a new expression, not usually found before 1810, indicating a more precise path to famed achievement. It was often used to mean advancement in Her Majesty’s Navy, thus it is especially apt for the lieutenant of Walton’s ship.","","/p[40]","/p[40]",387,491,
"XeMkAF33Eem2M2_Ok2FraA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:02.471652+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A county town in Derbyshire, just to the north of Matlock Bath, a former spa town.","","/p[506]","/p[506]",320,327,
"Xp35sF33EemFyqdhDyLfLQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:03.695825+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Best remembered for the tale ""St. George and the Dragon"", a legend told by Crusaders, George became the patron saint of England.","dragon;monsters;Crusade","/p[82]","/p[82]",710,720,
"Y1BiuF33EemrsXtO9L01jQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:11.445503+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Walton's imagined ""paradise"" of his own making suggests the power of imagination, yet also the possibility of creating a Hell of one's own as well (Victor).","paradise;religion;Milton;imagination;Hell;poetry","/p[10]","/p[10]",191,220,
"YC1VeF33Eem2NMN52955aQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:06.315529+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Cato the Younger (95-46 BCE) was a Roman statesman and Stoic.","Ancient philosophy;Stoicism","/p[202]","/p[202]",792,796,
"YOsYal33EemvzV9Siutu_g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:07.500245+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","An ironic connection between Victor and the Creature. Here  it is Victor, composed of materials, the shocks suspending him in the torturous realm between life and death.","","/p[574]","/p[573]",382,0,
"Ybh-fF33EemxR5Mo3Ti9SQ","acct:frankensteinvariorum@hypothes.is","2019-05-04T10:49:47.399345+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Cadavers for anatomical training in this period were scarce, and thus a medical education meant to study and extend life also fostered serial killers who committed murders for the sake of selling fresh corpses. Such killing sprees were ended by the Anatomical Act of 1832 in England, which made corpses legally available for medical research. ","science;physiology;anatomy","/p[124]","/p[124]",1756,1843,
"Yntc7l33EemW2S8MWb8NwA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:10.119156+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","La Valais is an extremely mountainous region that includes the highest mountains in Switzerland. The highest mountain ranges are the Pennine Alps, the Bernese Alps and the Mont Blanc. The Pays de Vaud, on the other hand, is partly mountainous, though visually arresting, having summits of about 3,000 meters.","mountains;geography;Mont Blanc","/p[495]","/p[495]",1458,1518,
"Z64jIl33Eem_ASfiWCYaXg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:18.888429+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Romulus (c. 750 BC) founded the city of Rome, its institutions, government, military and religious traditions. He reigned for many years as its first king. He is thought to have killed his twin brother, Remus.","Romulus;Remus;Rome;politics;family","/p[384]","/p[384]",1378,1385,
"ZBeLNl33EemDdAPlsee3LA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:12.871874+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The ""genius that relegates his fate"" is Victor's search for glory and fame through modern natural philosophy, what we now call experimental science. Creating immortality would certainly be the kind of thing that could bring him the renown he seeks.","science;immortality;alchemy;glory;fate","/p[89]","/p[89]",518,564,
"ZM0iZl33EemFy_PKko-oHg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:14.063047+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","WHY this publisher and printer? look for details in Shelleys biographies or articles
JON search","book history","/span[9]/i[1]","/span[4]/i[1]",0,48,
"ZYC_2F33EemIk_vaC-zUvQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:15.239866+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Born in Geneva Switzerland, Victor is a potential hero insofar as he embodies the ""republican"" virtue's of Europe's only country, much admired by the Shelleys, which did not have a hereditary monarchy. By making Geneva so central to the novel's cultural geography, Mary Shelley also designates the relation between Victor's ambition and Jean Jacques Rousseau's world-making ambition in *Discourse on Inequality* among other works.","Switzerland;political philosophy;geography","/p[72]","/p[72]",1,25,
"ZjXUuF33EemhI_fzzmDFwA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:16.424720+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","explain his social standing","","/p[360]","/p[360]",39,85,
"ZvM2jl33EemZLrssUP6oOA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:21:17.646033+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Rising in the northern side of the Mont Blanc in the Alps, the river Arve receives water from the many glaciers of the Chamounix valley. The river is known for its frigid waters.","Mont Blanc;Arve;geography;Chamounix","/p[282]","/p[282]",129,229,
"_6dP-l33Eemubt-UL-9-TQ","acct:frankensteinvariorum@hypothes.is","2019-05-04T10:50:51.086241+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor implies that life can be renewed from death, a theme present in biblical scripture (Genesis 3:19, 18:27; Job 30:19; Ecclesiastes 3:20) as well as the Anglican Book of Common Prayer (Burial Rite 1:485, 2:501)","The Bible;Victor;Book of Common Prayer;Genesis","/p[125]","/p[125]",717,727,
"_Javml33EemDea-p7gx93w","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:28.704916+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's admiration for John Hampden (1595-1643)--a leading English dissident opposing Charles I in the early years of the English Revolution--sits uneasily with his earlier nostalgia for the days of Charles I. Where the Creature had shown a consistent and clear sympathy with the radical Enlightenment, Victor seems as confused about the reactionary and progressive elements of the English past as he had about the modern and premodern versions of ""natural philosophy"" in the history of science. See also Iain Crawford, ""Wading Through Slaughter: John Hampden, Thomas Gray, and Mary Shelley's *Frankenstein*,"" *Studies in the Novel,* 20.3 (1988): 249-61.","","/p[509]","/p[509]",350,382,
"_U58JF33Eem_rrcR2eoqrA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:29.931135+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","""Guided by a slight clue,"" Victor tracks the monster from Geneva along the windings of the Rhone southward to the Mediterranean. He spots the monster hiding on a ship and follows him to the Black Sea, through the wilds of Tartary and Russia. Ultimately, he travels northward, into the ice.","expedition;Black Sea;Tartary;Russia;Geneva;ice","/p[687]","/p[687]",0,27,
